C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/09/2016,23:00:00,REGULAR,0000787022,0000194277                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/10/2016,03:00:00,REGULAR,0000787038,0000194282                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/10/2016,07:00:00,REGULAR,0000787051,0000194293                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/10/2016,11:00:00,REGULAR,0000787105,0000194296                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/10/2016,15:00:00,REGULAR,0000787180,0000194306                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/10/2016,19:00:00,REGULAR,0000787264,0000194320                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/10/2016,23:00:00,REGULAR,0000787303,0000194333                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/11/2016,03:00:00,REGULAR,0000787306,0000194341                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/11/2016,07:00:00,REGULAR,0000787361,0000194346                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/11/2016,11:00:00,REGULAR,0000787577,0000194385                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/11/2016,15:00:00,REGULAR,0000787711,0000194405                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/11/2016,19:00:00,REGULAR,0000787831,0000194458                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/11/2016,23:00:00,REGULAR,0000787879,0000194474                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/12/2016,03:00:00,REGULAR,0000787884,0000194477                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/12/2016,07:00:00,REGULAR,0000787946,0000194485                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/12/2016,11:00:00,REGULAR,0000788176,0000194513                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/12/2016,15:00:00,REGULAR,0000788296,0000194538                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/12/2016,19:00:00,REGULAR,0000788423,0000194607                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/12/2016,23:00:00,REGULAR,0000788463,0000194631                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/13/2016,03:00:00,REGULAR,0000788468,0000194640                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/13/2016,07:00:00,REGULAR,0000788536,0000194644                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/13/2016,11:00:00,REGULAR,0000788777,0000194669                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/13/2016,15:00:00,REGULAR,0000788918,0000194700                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/13/2016,19:00:00,REGULAR,0000789048,0000194748                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/13/2016,23:00:00,REGULAR,0000789095,0000194777                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/14/2016,03:00:00,REGULAR,0000789100,0000194784                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/14/2016,07:00:00,REGULAR,0000789162,0000194789                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/14/2016,11:00:00,REGULAR,0000789363,0000194823                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/14/2016,15:00:00,REGULAR,0000789482,0000194846                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/14/2016,19:00:00,REGULAR,0000789611,0000194907                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/14/2016,23:00:00,REGULAR,0000789651,0000194928                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/15/2016,03:00:00,REGULAR,0000789659,0000194936                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/15/2016,07:00:00,REGULAR,0000789720,0000194938                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/15/2016,11:00:00,REGULAR,0000789946,0000194971                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/15/2016,15:00:00,REGULAR,0000790063,0000194995                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/15/2016,19:00:00,REGULAR,0000790184,0000195053                                              
B020,R263,00-00-01,AVENUE H,BQ,BMT,01/15/2016,23:00:00,REGULAR,0000790215,0000195076                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/09/2016,03:00:00,REGULAR,0002695912,0001661350                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/09/2016,07:00:00,REGULAR,0002695935,0001661360                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/09/2016,11:00:00,REGULAR,0002696002,0001661372                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/09/2016,15:00:00,REGULAR,0002696071,0001661397                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/09/2016,19:00:00,REGULAR,0002696140,0001661429                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/09/2016,23:00:00,REGULAR,0002696163,0001661457                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/10/2016,03:00:00,REGULAR,0002696169,0001661474                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/10/2016,07:00:00,REGULAR,0002696184,0001661484                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/10/2016,11:00:00,REGULAR,0002696225,0001661491                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/10/2016,15:00:00,REGULAR,0002696289,0001661504                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/10/2016,19:00:00,REGULAR,0002696344,0001661537                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/10/2016,23:00:00,REGULAR,0002696368,0001661574                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/11/2016,03:00:00,REGULAR,0002696373,0001661590                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/11/2016,07:00:00,REGULAR,0002696418,0001661594                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/11/2016,11:00:00,REGULAR,0002696593,0001661618                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/11/2016,15:00:00,REGULAR,0002696681,0001661651                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/11/2016,19:00:00,REGULAR,0002696780,0001661750                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/11/2016,23:00:00,REGULAR,0002696803,0001661804                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/12/2016,03:00:00,REGULAR,0002696807,0001661819                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/12/2016,07:00:00,REGULAR,0002696857,0001661821                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/12/2016,11:00:00,REGULAR,0002696998,0001661862                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/12/2016,15:00:00,REGULAR,0002697102,0001661886                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/12/2016,19:00:00,REGULAR,0002697190,0001661985                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/12/2016,23:00:00,REGULAR,0002697219,0001662037                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/13/2016,03:00:00,REGULAR,0002697221,0001662053                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/13/2016,07:00:00,REGULAR,0002697268,0001662055                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/13/2016,11:00:00,REGULAR,0002697426,0001662077                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/13/2016,15:00:00,REGULAR,0002697535,0001662119                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/13/2016,19:00:00,REGULAR,0002697651,0001662201                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/13/2016,23:00:00,REGULAR,0002697676,0001662251                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/14/2016,03:00:00,REGULAR,0002697681,0001662270                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/14/2016,07:00:00,REGULAR,0002697739,0001662272                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/14/2016,11:00:00,REGULAR,0002697932,0001662290                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/14/2016,15:00:00,REGULAR,0002698016,0001662324                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/14/2016,19:00:00,REGULAR,0002698121,0001662436                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/14/2016,23:00:00,REGULAR,0002698145,0001662490                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/15/2016,03:00:00,REGULAR,0002698148,0001662502                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/15/2016,07:00:00,REGULAR,0002698191,0001662503                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/15/2016,11:00:00,REGULAR,0002698349,0001662531                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/15/2016,15:00:00,REGULAR,0002698439,0001662566                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/15/2016,19:00:00,REGULAR,0002698555,0001662660                                              
B020,R263,00-00-02,AVENUE H,BQ,BMT,01/15/2016,23:00:00,REGULAR,0002698588,0001662717                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/09/2016,03:00:00,REGULAR,0000024102,0000023394                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/09/2016,07:00:00,REGULAR,0000024104,0000023397                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/09/2016,11:00:00,REGULAR,0000024136,0000023407                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/09/2016,15:00:00,REGULAR,0000024157,0000023416                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/09/2016,19:00:00,REGULAR,0000024174,0000023442                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/09/2016,23:00:00,REGULAR,0000024185,0000023461                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/10/2016,03:00:00,REGULAR,0000024190,0000023473                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/10/2016,07:00:00,REGULAR,0000024192,0000023474                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/10/2016,11:00:00,REGULAR,0000024216,0000023482                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/10/2016,15:00:00,REGULAR,0000024231,0000023495                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/10/2016,19:00:00,REGULAR,0000024247,0000023523                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/10/2016,23:00:00,REGULAR,0000024252,0000023545                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/11/2016,03:00:00,REGULAR,0000024254,0000023547                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/11/2016,07:00:00,REGULAR,0000024259,0000023551                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/11/2016,11:00:00,REGULAR,0000024326,0000023564                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/11/2016,15:00:00,REGULAR,0000024352,0000023582                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/11/2016,19:00:00,REGULAR,0000024378,0000023643                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/11/2016,23:00:00,REGULAR,0000024386,0000023681                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/12/2016,03:00:00,REGULAR,0000024386,0000023691                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/12/2016,07:00:00,REGULAR,0000024393,0000023692                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/12/2016,11:00:00,REGULAR,0000024461,0000023704                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/12/2016,15:00:00,REGULAR,0000024486,0000023710                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/12/2016,19:00:00,REGULAR,0000024518,0000023755                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/12/2016,23:00:00,REGULAR,0000024529,0000023797                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/13/2016,03:00:00,REGULAR,0000024531,0000023808                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/13/2016,07:00:00,REGULAR,0000024534,0000023809                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/13/2016,11:00:00,REGULAR,0000024607,0000023825                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/13/2016,15:00:00,REGULAR,0000024640,0000023838                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/13/2016,19:00:00,REGULAR,0000024670,0000023894                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/13/2016,23:00:00,REGULAR,0000024681,0000023923                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/14/2016,03:00:00,REGULAR,0000024683,0000023931                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/14/2016,07:00:00,REGULAR,0000024692,0000023932                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/14/2016,11:00:00,REGULAR,0000024757,0000023948                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/14/2016,15:00:00,REGULAR,0000024772,0000023962                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/14/2016,19:00:00,REGULAR,0000024806,0000024015                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/14/2016,23:00:00,REGULAR,0000024817,0000024058                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/15/2016,03:00:00,REGULAR,0000024819,0000024063                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/15/2016,07:00:00,REGULAR,0000024822,0000024065                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/15/2016,11:00:00,REGULAR,0000024880,0000024076                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/15/2016,15:00:00,REGULAR,0000024908,0000024085                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/15/2016,19:00:00,REGULAR,0000024934,0000024122                                              
B020,R263,00-03-00,AVENUE H,BQ,BMT,01/15/2016,23:00:00,REGULAR,0000024947,0000024155                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/09/2016,03:00:00,REGULAR,0000052820,0000168137                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/09/2016,07:00:00,REGULAR,0000052826,0000168138                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/09/2016,11:00:00,REGULAR,0000052835,0000168141                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/09/2016,15:00:00,REGULAR,0000052844,0000168157                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/09/2016,19:00:00,REGULAR,0000052851,0000168187                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/09/2016,23:00:00,REGULAR,0000052857,0000168209                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/10/2016,03:00:00,REGULAR,0000052858,0000168222                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/10/2016,07:00:00,REGULAR,0000052860,0000168222                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/10/2016,11:00:00,REGULAR,0000052865,0000168225                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/10/2016,15:00:00,REGULAR,0000052870,0000168229                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/10/2016,19:00:00,REGULAR,0000052875,0000168255                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/10/2016,23:00:00,REGULAR,0000052877,0000168276                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/11/2016,03:00:00,REGULAR,0000052877,0000168282                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/11/2016,07:00:00,REGULAR,0000052879,0000168284                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/11/2016,11:00:00,REGULAR,0000052904,0000168297                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/11/2016,15:00:00,REGULAR,0000052911,0000168307                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/11/2016,19:00:00,REGULAR,0000052922,0000168371                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/11/2016,23:00:00,REGULAR,0000052927,0000168402                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/12/2016,03:00:00,REGULAR,0000052930,0000168409                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/12/2016,07:00:00,REGULAR,0000052931,0000168414                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/12/2016,11:00:00,REGULAR,0000052955,0000168428                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/12/2016,15:00:00,REGULAR,0000052962,0000168435                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/12/2016,19:00:00,REGULAR,0000052969,0000168482                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/12/2016,23:00:00,REGULAR,0000052975,0000168522                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/13/2016,03:00:00,REGULAR,0000052975,0000168533                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/13/2016,07:00:00,REGULAR,0000052977,0000168533                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/13/2016,11:00:00,REGULAR,0000052998,0000168540                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/13/2016,15:00:00,REGULAR,0000053003,0000168549                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/13/2016,19:00:00,REGULAR,0000053014,0000168610                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/13/2016,23:00:00,REGULAR,0000053018,0000168651                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/14/2016,03:00:00,REGULAR,0000053019,0000168666                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/14/2016,07:00:00,REGULAR,0000053022,0000168669                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/14/2016,11:00:00,REGULAR,0000053046,0000168679                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/14/2016,15:00:00,REGULAR,0000053057,0000168691                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/14/2016,19:00:00,REGULAR,0000053073,0000168735                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/14/2016,23:00:00,REGULAR,0000053078,0000168776                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/15/2016,03:00:00,REGULAR,0000053078,0000168786                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/15/2016,07:00:00,REGULAR,0000053081,0000168788                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/15/2016,11:00:00,REGULAR,0000053104,0000168798                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/15/2016,15:00:00,REGULAR,0000053118,0000168809                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/15/2016,19:00:00,REGULAR,0000053126,0000168855                                              
B020,R263,00-03-01,AVENUE H,BQ,BMT,01/15/2016,23:00:00,REGULAR,0000053129,0000168890                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/09/2016,03:00:00,REGULAR,0000009313,0000115808                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/09/2016,07:00:00,REGULAR,0000009315,0000115818                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/09/2016,11:00:00,REGULAR,0000009319,0000115834                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/09/2016,15:00:00,REGULAR,0000009325,0000115869                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/09/2016,19:00:00,REGULAR,0000009329,0000115933                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/09/2016,23:00:00,REGULAR,0000009329,0000115989                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/10/2016,03:00:00,REGULAR,0000009329,0000116018                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/10/2016,07:00:00,REGULAR,0000009330,0000116022                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/10/2016,11:00:00,REGULAR,0000009337,0000116036                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/10/2016,15:00:00,REGULAR,0000009344,0000116055                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/10/2016,19:00:00,REGULAR,0000009347,0000116107                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/10/2016,23:00:00,REGULAR,0000009349,0000116158                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/11/2016,03:00:00,REGULAR,0000009350,0000116171                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/11/2016,07:00:00,REGULAR,0000009354,0000116176                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/11/2016,11:00:00,REGULAR,0000009373,0000116218                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/11/2016,15:00:00,REGULAR,0000009384,0000116253                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/11/2016,19:00:00,REGULAR,0000009388,0000116372                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/11/2016,23:00:00,REGULAR,0000009391,0000116452                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/12/2016,03:00:00,REGULAR,0000009392,0000116478                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/12/2016,07:00:00,REGULAR,0000009398,0000116483                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/12/2016,11:00:00,REGULAR,0000009411,0000116517                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/12/2016,15:00:00,REGULAR,0000009416,0000116557                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/12/2016,19:00:00,REGULAR,0000009426,0000116680                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/12/2016,23:00:00,REGULAR,0000009431,0000116781                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/13/2016,03:00:00,REGULAR,0000009432,0000116806                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/13/2016,07:00:00,REGULAR,0000009434,0000116808                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/13/2016,11:00:00,REGULAR,0000009453,0000116841                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/13/2016,15:00:00,REGULAR,0000009460,0000116879                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/13/2016,19:00:00,REGULAR,0000009469,0000116998                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/13/2016,23:00:00,REGULAR,0000009472,0000117063                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/14/2016,03:00:00,REGULAR,0000009472,0000117091                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/14/2016,07:00:00,REGULAR,0000009474,0000117097                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/14/2016,11:00:00,REGULAR,0000009490,0000117136                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/14/2016,15:00:00,REGULAR,0000009501,0000117172                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/14/2016,19:00:00,REGULAR,0000009505,0000117284                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/14/2016,23:00:00,REGULAR,0000009507,0000117384                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/15/2016,03:00:00,REGULAR,0000009508,0000117414                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/15/2016,07:00:00,REGULAR,0000009510,0000117418                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/15/2016,11:00:00,REGULAR,0000009520,0000117466                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/15/2016,15:00:00,REGULAR,0000009528,0000117517                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/15/2016,19:00:00,REGULAR,0000009533,0000117621                                              
B020,R263,00-03-02,AVENUE H,BQ,BMT,01/15/2016,23:00:00,REGULAR,0000009535,0000117700                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/09/2016,03:00:00,REGULAR,0000051878,0000075163                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/09/2016,07:00:00,REGULAR,0000051880,0000075173                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/09/2016,11:00:00,REGULAR,0000051906,0000075198                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/09/2016,15:00:00,REGULAR,0000051930,0000075236                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/09/2016,19:00:00,REGULAR,0000051947,0000075295                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/09/2016,23:00:00,REGULAR,0000051952,0000075335                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/10/2016,03:00:00,REGULAR,0000051954,0000075355                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/10/2016,07:00:00,REGULAR,0000051955,0000075359                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/10/2016,11:00:00,REGULAR,0000051970,0000075377                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/10/2016,15:00:00,REGULAR,0000051999,0000075407                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/10/2016,19:00:00,REGULAR,0000052013,0000075453                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/10/2016,23:00:00,REGULAR,0000052022,0000075493                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/11/2016,03:00:00,REGULAR,0000052022,0000075503                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/11/2016,07:00:00,REGULAR,0000052031,0000075508                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/11/2016,11:00:00,REGULAR,0000052124,0000075562                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/11/2016,15:00:00,REGULAR,0000052179,0000075645                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/11/2016,19:00:00,REGULAR,0000052243,0000075746                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/11/2016,23:00:00,REGULAR,0000052256,0000075793                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/12/2016,03:00:00,REGULAR,0000052258,0000075797                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/12/2016,07:00:00,REGULAR,0000052268,0000075802                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/12/2016,11:00:00,REGULAR,0000052353,0000075853                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/12/2016,15:00:00,REGULAR,0000052412,0000075915                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/12/2016,19:00:00,REGULAR,0000052462,0000076009                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/12/2016,23:00:00,REGULAR,0000052473,0000076073                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/13/2016,03:00:00,REGULAR,0000052474,0000076085                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/13/2016,07:00:00,REGULAR,0000052487,0000076095                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/13/2016,11:00:00,REGULAR,0000052589,0000076148                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/13/2016,15:00:00,REGULAR,0000052651,0000076201                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/13/2016,19:00:00,REGULAR,0000052710,0000076294                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/13/2016,23:00:00,REGULAR,0000052720,0000076351                                              
B020,R263,00-05-00,AVENUE H,BQ,BMT,01/14/2016,03:00:00,REGULAR,0000052722,0000076361                                              
